id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
261,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,115.0,Clean,Very safe,Somewhat satsified
819,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,80.0,Somewhat clean,Neutral,Neutral
2924,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,205.0,Somewhat clean,Somewhat safe,Somewhat satsified
2245,Thursday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,140.0,Average,Somewhat safe,Somewhat satsified
238,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,115.0,Somewhat clean,Very safe,Somewhat satsified
1077,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,385.0,Somewhat clean,Somewhat safe,Neutral
3176,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified
1798,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,175.0,Average,Neutral,Neutral
1737,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,420.0,Somewhat clean,Somewhat safe,Very satisfied
3264,Tuesday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,390.0,Somewhat clean,Very safe,Very satisfied
2663,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,152.0,Clean,Somewhat safe,Somewhat satsified
1321,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,276.0,Somewhat clean,Very safe,Neutral
2377,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,2018-12-31,250.0,Average,Neutral,Somewhat satsified
3024,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,105.0,Average,Somewhat safe,Somewhat satsified
713,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Somewhat satsified
2385,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub     ,Gates 91-102,2018-12-31,515.0,Somewhat clean,Very safe,Somewhat satsified
1732,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,100.0,Somewhat clean,Neutral,Somewhat satsified
2878,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Very satisfied
1607,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,200.0,Somewhat clean,Very safe,Neutral
2562,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Somewhat satsified
2682,Friday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,2018-12-31,105.0,Somewhat clean,Somewhat safe,Neutral
1771,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,115.0,Clean,Very safe,Very satisfied
3265,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,82.0,Clean,Somewhat safe,Somewhat satsified
2937,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,225.0,Average,Somewhat safe,Neutral
2550,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,2018-12-31,300.0,Clean,Very safe,Very satisfied
810,Sunday,ALASKA,BALTIMORE,EAST US,    Medium,Gates 50-59,2018-12-31,170.0,Clean,Somewhat safe,Neutral
664,Thursday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified
2894,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified
2703,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 60-69,2018-12-31,150.0,Clean,Very safe,Somewhat satsified
2364,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
1038,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral
3030,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,150.0,Somewhat clean,Somewhat safe,Very satisfied
1438,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satsified
1634,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,120.0,Average,Neutral,Somewhat satsified
2142,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral
3198,Tuesday,UNITED,ONTARIO (CALIF),West US,Small     ,Gates 70-90,2018-12-31,1365.0,Average,Somewhat safe,Somewhat unsatisfied
2658,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified
282,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,224.0,Clean,Very safe,Somewhat satsified
100,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified
3243,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Somewhat satsified
1646,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,350.0,Somewhat clean,Very safe,Neutral
662,Thursday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,2018-12-31,225.0,Clean,Very safe,Very satisfied
622,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,110.0,Somewhat clean,Very safe,Neutral
2132,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,183.0,Average,Very safe,Somewhat satsified
2395,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Very satisfied
2126,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,190.0,Clean,Very safe,Somewhat satsified
325,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,55.00000000000011,Somewhat clean,Very safe,Somewhat satsified
2531,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Very satisfied
3210,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,160.0,Somewhat clean,Very safe,Very satisfied
1816,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,215.0,Average,Somewhat safe,Somewhat satsified
2852,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,607.0,Somewhat clean,Very safe,Neutral
3063,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,215.0,Clean,Very safe,Somewhat satsified
1923,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Somewhat satsified
2785,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified
415,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,55.0,Somewhat clean,Very safe,Very satisfied
419,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium     ,Gates 60-69,2018-12-31,173.0,Somewhat clean,Very safe,Somewhat satsified
1669,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified
420,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,158.0,Somewhat clean,Somewhat safe,Somewhat satsified
2473,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,231.0,Somewhat clean,Somewhat safe,Somewhat satsified
1769,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,95.0,Somewhat clean,Very safe,Somewhat satsified
2122,Thursday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,125.0,Average,Neutral,Neutral
2921,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied
1180,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,55.00000000000011,Clean,Very safe,Somewhat satsified
836,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified
2899,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105.0,Clean,Very safe,Very satisfied
659,Thursday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,2018-12-31,135.0,Somewhat clean,Very safe,Neutral
2240,Thursday,SOUTHWEST,PHOENIX,West US,Hub     ,Gates 20-39,2018-12-31,110.0,Average,Somewhat safe,Somewhat satsified
323,Thursday,UNITED,BURBANK,West US,    Small,Gates 70-90,2018-12-31,250.0,Clean,Very safe,Very satisfied
506,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,148.0,Average,Somewhat safe,Somewhat unsatisfied
2864,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,148.0,Somewhat clean,Somewhat safe,Neutral
2654,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub     ,Gates 1-12,2018-12-31,230.0,Clean,Very safe,Somewhat satsified
2662,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,2018-12-31,105.0,Clean,Neutral,Somewhat satsified
430,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,173.0,Clean,Very safe,Very satisfied
1281,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
2966,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,105.0,Clean,Very safe,Somewhat satsified
2714,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,61.99999999999989,Clean,Very safe,Very satisfied
1968,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,140.0,Somewhat clean,Somewhat safe,Somewhat satsified
3249,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,185.0,Clean,Very safe,Very satisfied
2941,Friday,TURKISH AIRLINES,ISTANBUL,middle east,    Hub,Gates 91-102,2018-12-31,195.0,Somewhat clean,Somewhat safe,Neutral
2810,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,100.0,Somewhat clean,Neutral,Somewhat satsified
2613,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,100.0,Somewhat clean,Somewhat safe,Neutral
1914,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Somewhat satsified
194,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,190.0,Somewhat clean,Somewhat safe,Somewhat satsified
2316,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,150.0,Clean,Somewhat safe,Very satisfied
1430,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,2018-12-31,82.0,Clean,Somewhat safe,Very satisfied
2881,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,130.0,Clean,Very safe,Very satisfied
1864,Tuesday,UNITED,LOS ANGELES,West US,    Hub,Gates 60-69,2018-12-31,100.0,Average,Somewhat safe,Somewhat unsatisfied
1702,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied
653,Friday,UNITED INTL,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,205.0,Somewhat clean,Neutral,Neutral
1500,Wednesday,DELTA,LOS ANGELES,West US,Hub     ,Gates 40-48,2018-12-31,135.0,Somewhat clean,Neutral,Neutral
2660,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Somewhat clean,Very safe,Somewhat satsified
656,Thursday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,2018-12-31,225.0,Somewhat clean,Very safe,Somewhat satsified
1908,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Somewhat satsified
427,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,485.0,Somewhat clean,Very safe,Somewhat satsified
630,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,85.0,Clean,Neutral,Very satisfied
1928,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified
1587,Wednesday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,110.0,Somewhat clean,Somewhat safe,Somewhat satsified
1830,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,135.0,Clean,Very safe,Very satisfied
2516,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,199.0,Clean,Somewhat safe,Somewhat satsified
1076,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295.0,Average,Somewhat safe,Somewhat satsified
2943,Wednesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,125.0,Clean,Very safe,Very satisfied
2939,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,585.0,Average,Very safe,Somewhat unsatisfied
605,Thursday,ALASKA,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 50-59,2018-12-31,85.0,Somewhat clean,Neutral,Somewhat satsified
288,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,104.0,Somewhat clean,Somewhat safe,Somewhat satsified
2622,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,87.0,Somewhat clean,Somewhat safe,Neutral
3124,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,143.0,Somewhat clean,Neutral,Somewhat satsified
2431,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,220.0,Somewhat clean,Somewhat safe,Somewhat satsified
1657,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,180.0,Average,Somewhat safe,Neutral
879,Tuesday,ALASKA,RALEIGH-DURHAM,EAST US,Medium     ,Gates 50-59,2018-12-31,160.0,Somewhat clean,Very safe,Somewhat satsified
886,Tuesday,ALASKA,RALEIGH-DURHAM,EAST US,    Medium,Gates 50-59,2018-12-31,175.0,Clean,Very safe,Somewhat satsified
1557,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
806,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified
692,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,213.0,Average,Neutral,Neutral
196,Wednesday,AMERICAN,LOS ANGELES,West US,    Hub,Gates 50-59,2018-12-31,100.0,Average,Neutral,Neutral
855,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,334.0,Somewhat clean,Very safe,Somewhat satsified
3010,Wednesday,AMERICAN,MIAMI,EAST US,Hub     ,Gates 50-59,2018-12-31,87.99999999999979,Somewhat clean,Very safe,Somewhat satsified
2338,Wednesday,UNITED,AUSTIN,Midwest US,Medium     ,Gates 70-90,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified
1891,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,140.0,Somewhat clean,Somewhat safe,Somewhat satsified
2403,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,230.0,Average,Very safe,Neutral
448,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified
1182,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Average,Neutral,Neutral
1609,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,230.0,Somewhat clean,Very safe,Neutral
3260,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,120.0,Clean,Very safe,Very satisfied
308,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,80.0000000000002,Clean,Very safe,Somewhat satsified
972,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,130.0,Average,Very safe,Neutral
1553,Wednesday,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,185.0,Clean,Very safe,Very satisfied
1812,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,175.0,Average,Somewhat safe,Somewhat satsified
1061,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295.0,Clean,Very safe,Very satisfied
1811,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,211.0,Somewhat clean,Somewhat safe,Somewhat satsified
2724,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,107.0,Clean,Very safe,Somewhat satsified
229,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,70.0000000000001,Clean,Very safe,Neutral
1949,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified
1897,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Somewhat dirty,Neutral,Neutral
2239,Thursday,SOUTHWEST,PHOENIX,West US,Hub     ,Gates 20-39,2018-12-31,94.9999999999999,Somewhat clean,Somewhat safe,Somewhat satsified
479,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,87.99999999999979,Somewhat clean,Very safe,Somewhat satsified
2170,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Average,Somewhat safe,Somewhat satsified
2971,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 70-90,2018-12-31,250.0,Somewhat clean,Very safe,Very satisfied
2442,Tuesday,JETBLUE,BOSTON,EAST US,    Large,Gates 1-12,2018-12-31,207.0,Somewhat clean,Neutral,Neutral
3207,Thursday,AMERICAN,LOS ANGELES,West US,    Hub,Gates 50-59,2018-12-31,70.0,Clean,Very safe,Somewhat satsified
2926,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,90.0,Clean,Very safe,Very satisfied
859,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,685.0,Somewhat clean,Somewhat safe,Somewhat satsified
2918,Thursday,DELTA,SEATTLE,West US,    Hub,Gates 40-48,2018-12-31,90.0,Somewhat clean,Neutral,Somewhat satsified
944,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,165.0,Clean,Very safe,Very satisfied
418,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified
1323,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,200.0,Clean,Very safe,Very satisfied
2480,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,101.0,Clean,Very safe,Somewhat satsified
1750,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Average,Somewhat safe,Somewhat satsified
1131,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,90.0,Somewhat clean,Somewhat safe,Very satisfied
3193,Sunday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-01-01,160.0,Somewhat clean,Very safe,Neutral
1322,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Somewhat satsified
2166,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,113.0,Clean,Very safe,Somewhat satsified
555,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,225.0,Somewhat clean,Very safe,Somewhat satsified
1757,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satsified
1065,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295.0,Somewhat clean,Very unsafe,Neutral
1298,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,111.0,Average,Somewhat safe,Neutral
396,Friday,ALASKA,INDIANAPOLIS,Midwest US,Medium,Gates 50-59,2018-12-31,100.0,Somewhat clean,Somewhat safe,Somewhat satsified
1383,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,145.0,Average,Very safe,Neutral
1028,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,135.0,Somewhat clean,Neutral,Somewhat unsatisfied
1813,Monday,UNITED INTL,LONDON HEATHROW,eur,    Hub,Gates 91-102,2018-12-31,155.0,Average,Very safe,Neutral
331,Friday,ALASKA,SAN DIEGO,West US,Medium,Gates 50-59,2018-12-31,156.0,Average,Somewhat safe,Neutral
3091,Sunday,ALASKA,NEWARK,EAST US,    Hub,Gates 50-59,2018-12-31,140.0,Clean,Very safe,Very satisfied
1315,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,96.0,Clean,Somewhat safe,Neutral
352,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,240.0,Somewhat clean,Somewhat safe,Somewhat satsified
1659,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,180.0,Clean,Very safe,Somewhat satsified
1964,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,200.0,Clean,Somewhat safe,Somewhat satsified
790,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 91-102,2018-12-31,105.0,Average,Somewhat safe,Somewhat satsified
1445,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,84.9999999999999,Clean,Very safe,Somewhat satsified
293,Thursday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,182.0,Clean,Very safe,Very satisfied
294,Thursday,UNITED,SAN DIEGO,West US,Medium     ,Gates 70-90,2018-12-31,182.0,Somewhat clean,Very safe,Very satisfied
763,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,115.0,Somewhat clean,Neutral,Somewhat satsified
1701,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,180.0,Average,Somewhat safe,Neutral
2472,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,139.0,Somewhat clean,Very safe,Neutral
2892,Sunday,WOW,REYKJAVIK,eur,    Small,Gates 1-12,2018-12-31,175.0,Somewhat clean,Very safe,Somewhat unsatisfied
2612,Tuesday,JETBLUE,BOSTON,EAST US,    Large,Gates 1-12,2018-12-31,120.0,Average,Neutral,Somewhat unsatisfied
263,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Neutral
3103,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,105.0,Clean,Somewhat safe,Very satisfied
2275,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,2018-12-31,145.0,Clean,Very safe,Very satisfied
2688,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,140.0,Average,Neutral,Neutral
2678,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,2018-12-31,212.0,Clean,Somewhat safe,Very satisfied
539,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,29.9999999999999,Clean,Very safe,Very satisfied
2496,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,191.0,Clean,Neutral,Very satisfied
2916,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,105.0,Clean,Very safe,Very satisfied
2299,Tuesday,UNITED,SAN ANTONIO,Midwest US,    Medium,Gates 70-90,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied
1853,Sunday,ALASKA,KAHULUI,West US,    Small,Gates 50-59,2018-12-31,145.0,Clean,Very safe,Very satisfied
3014,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,90.0,Somewhat clean,Neutral,Somewhat satsified
1133,Tuesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,100.0,Somewhat clean,Somewhat safe,Very satisfied
2874,Friday,EVA AIR,TAIPEI,Asia,    Hub,Gates 91-102,2018-12-31,99.9999999999999,Somewhat clean,Somewhat safe,Neutral
816,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,110.0,Somewhat clean,Somewhat safe,Somewhat satsified
249,Thursday,UNITED,NASHVILLE,Midwest US,Medium,Gates 70-90,2018-12-31,130.0,Clean,Very safe,Somewhat satsified
2204,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,210.0,Clean,Somewhat safe,Somewhat satsified
2748,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satsified
335,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,180.0,Clean,Very safe,Somewhat satsified
1922,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,135.0,Average,Neutral,Somewhat satsified
1540,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat unsatisfied
715,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,175.0,Clean,Very safe,Somewhat satsified
